Symbol,Date,Open,High,Low,Close,Volume
AAPL,2024-04-30,173.3300,174.9900,170.0000,170.3300,65934776
AAPL,2024-04-29,173.3700,176.0300,173.1000,173.5000,68169419
AAPL,2024-04-26,169.8800,171.3400,169.1800,169.3000,44838354
AAPL,2024-04-25,169.5250,170.6100,168.1511,169.8900,50558329
AAPL,2024-04-24,166.5400,169.3000,166.2100,169.0200,48251835
AAPL,2024-04-23,165.3500,167.0500,164.9200,166.9000,49537761
AAPL,2024-04-22,165.5150,167.2600,164.7700,165.8400,48116443
AAPL,2024-04-19,166.2100,166.4000,164.0750,165.0000,68149377
AAPL,2024-04-18,168.0300,168.6400,166.5500,167.0400,43122903
AAPL,2024-04-17,169.6100,170.6500,168.0000,168.0000,50901210
AAPL,2024-04-16,171.7500,173.7600,168.2700,169.3800,73711235
AAPL,2024-04-15,175.3600,176.6300,172.5000,172.6900,73531773
AAPL,2024-04-12,174.2600,178.3600,174.2100,176.5500,101670886
AAPL,2024-04-11,168.3400,175.4600,168.1600,175.0400,91070275
AAPL,2024-04-10,168.8000,169.0900,167.1100,167.7800,49709336
AAPL,2024-04-09,168.7000,170.0800,168.3500,169.6700,42231444
AAPL,2024-04-08,169.0300,169.2000,168.2400,168.4500,37216858
AAPL,2024-04-05,169.5900,170.3900,168.9500,169.5800,41975776
AAPL,2024-04-04,170.2900,171.9200,168.8200,168.8200,53355055
AAPL,2024-04-03,168.7900,170.6800,168.5800,169.6500,45571129
AAPL,2024-04-02,169.0800,169.3400,168.2302,168.8400,49013991
AAPL,2024-04-01,171.1900,171.2500,169.4750,170.0300,43772506
AAPL,2024-03-28,171.7500,172.2300,170.5100,171.4800,65672690
