Date,Symbol,Open,High,Low,Close,Volume,Close_Lag1,Close_Lag2,Daily_Return,Return_Lag1,Return_Lag2,Moving_Avg,ROC,SMA_20,EMA_20,RSI,EMA_12,EMA_26,MACD,MACD_Signal,Volatility,Volume_Mean
2024-07-05,AAPL,1.1874147937715054,1.2098150884194063,1.2280270294791236,1.2531061127791612,0.37733015111404594,227.82,228.68,-0.6496356772890843,-0.37607136610110503,-1.8456519872950383,225.048,0.5910848406737612,225.048,225.96884084121245,61.34906386252887,227.63763642756604,224.9538118057926,2.683824621773425,2.7062676606644707,5.669610215879031,52645817.7
2024-07-03,AAPL,1.1629185665490434,1.1383070546090552,1.1885942101928348,1.1821007881917607,-0.19037479757847073,226.34,227.82,-2.1162852346028105,-0.6496356772890843,-0.37607136610110503,225.20750000000004,-1.0760850151812829,225.20750000000004,225.54799885633508,53.52211560964197,226.70107697717125,224.70167759795612,1.9993993792151343,2.5648940043746036,5.514301859709882,51737213.5
2024-07-02,AAPL,1.1057607030299657,1.1212326873522978,1.1294449812634018,1.1631265052122466,0.31903290719782185,221.55,226.34,-0.5777476867524278,-2.1162852346028105,-0.6496356772890843,225.11700000000002,-1.8010788640720365,225.11700000000002,225.04533229858887,43.686734150239765,225.71168051914492,224.3734051832927,1.3382753358522166,2.3195702706701264,5.582759268733647,52137709.3
2024-07-01,AAPL,1.0454851378643928,1.0793494104062349,1.0815837731220286,1.1109472270185827,0.37709661524683025,220.27,221.55,-1.598038770599719,-0.5777476867524278,-2.1162852346028105,225.0145,-3.314301008118481,225.0145,224.25530065110422,40.98975256185951,224.33296043927646,223.8087085030488,0.524251936227671,1.9605066037816354,5.7219287096131,53075663.75
2024-06-28,AAPL,1.1001191476696413,1.0583348045517642,1.0572016482198199,1.0200781999370037,0.9225586707472406,216.75,220.27,-2.828143021914642,-1.598038770599719,-0.5777476867524278,224.63349999999997,-7.977979727368045,224.63349999999997,222.95670058909428,35.05132124918104,222.2232742178493,222.8317671324526,-0.6084929146032891,1.4467067001046505,6.409177034780505,55387210.75
2024-06-27,AAPL,1.084085253487666,1.0535116606386374,1.088055571707183,1.0716645317875573,0.11519787978256345,210.62,216.75,1.652264742189713,-2.828143021914642,-1.598038770599719,224.4405,-8.823779916531816,224.4405,222.11320529489484,39.74358974358972,220.97353972279558,222.18496956708574,-1.2114298442901656,0.9150793912256874,6.673385848593687,55795778.85
2024-06-26,AAPL,1.036725880857573,1.040676698243494,1.0623188843104066,1.0590644219964738,0.5202449860919927,214.1,210.62,-0.397010742643622,1.652264742189713,-2.828143021914642,224.2285,-9.023037542662117,224.2285,221.26909050490485,32.74453521748728,219.7853028423655,221.52311996952383,-1.737817127158337,0.38450008754888254,6.966712035023937,56536878.2
2024-06-25,AAPL,1.0018373148134607,0.9898914007618567,1.0317659747107253,0.9971015291414981,0.28620854057157474,213.25,214.1,-1.9601406799531151,-0.397010742643622,1.652264742189713,223.75499999999997,-9.312917498048057,223.75499999999997,220.10727236158058,20.4226969905812,218.1367947127708,220.600666638448,-2.463871925677182,-0.18517431509633042,7.660917562194291,56283692.8
2024-06-24,AAPL,0.9806072512206603,1.0091547894617878,1.0013635720548844,0.9833155266641948,0.8778246400969594,209.07,213.25,-0.44482709140479804,-1.9601406799531151,-0.397010742643622,222.9115,-8.538032253812023,222.9115,218.96753213666815,20.18619436875565,216.59882629542145,219.67765429485925,-3.078827999437806,-0.7639050519646255,8.40778728948725,58322030.1
2024-06-21,AAPL,1.0202466007260984,0.9973340736686481,1.009189933134606,0.9736801485886606,4.960066756289587,208.14,209.07,-0.31228980493896996,-0.44482709140479804,-1.9601406799531151,222.08800000000002,-10.940853292128072,222.08800000000002,217.87443383793786,21.77320597599804,215.19746840381814,218.77486508783264,-3.577396684014502,-1.326603378374601,9.079436337709879,68233006.0
2024-06-20,AAPL,1.072802142767017,1.0316287429450415,1.0353781413629042,1.0061439608739229,1.0119850705696452,207.49,208.14,1.05547255289411,-0.31228980493896996,-0.44482709140479804,221.3565,-8.308553437117371,221.3565,217.09401156765807,27.665418227215966,214.34862711092305,218.10117137762282,-3.752544266699772,-1.8117915560396352,9.471859860160867,70084055.9
2024-06-18,AAPL,1.1271392286059325,1.0956941038486008,1.0978385230568348,1.074481026917329,0.8585151978559986,209.68,207.49,2.1985883250667637,1.05547255289411,-0.31228980493896996,220.862,-5.938899130892816,220.862,216.82696284692872,26.19108280254774,214.3396075553964,217.81886238668778,-3.479254831291371,-2.1452842110899826,9.574305306666563,70779489.35
2024-06-17,AAPL,1.0644882717096966,1.1003640162607053,1.0936243286292924,1.109761334332363,1.198139912722419,214.29,209.68,1.1106444537775984,2.1985883250667637,1.05547255289411,220.2515,-4.2723336573296855,220.2515,216.81201400436407,33.91374229841945,214.6981294699508,217.73376146915535,-3.035631999204554,-2.323353768712897,9.42423933828421,72598610.15
2024-06-14,AAPL,1.0716144469016853,1.0452006758927201,1.0722523426038995,1.0477984414773875,0.6165655844782869,216.67,214.29,-1.9292010892140055,1.1106444537775984,2.1985883250667637,219.135,-4.089370345294519,219.135,216.40039362299606,31.143911439114376,214.35841724380452,217.34533469366235,-2.9869174498578275,-2.4560665049418833,8.91650657341118,73943033.65
2024-06-13,AAPL,1.0848275634034983,1.0682583684274864,1.0767675509191232,1.073739843988442,1.3000006007651328,212.49,216.67,0.8235681679137796,-1.9292010892140055,1.1106444537775984,218.127,-2.737549371226222,218.127,216.1946418493774,35.215053763440835,214.34019920629615,217.1153099015392,-2.7751106952430575,-2.519875343002118,8.211664425168605,75704607.5
2024-06-12,AAPL,0.9754110818098352,1.1186058616204888,1.0060292873139491,1.0563961634524797,3.7704095738443684,214.24,212.49,-0.546116504854377,0.8235681679137796,-1.9292010892140055,217.25350000000003,-1.6978085351787797,217.25350000000003,215.89705691134145,38.63270777479889,214.14478394378904,216.81565731624,-2.6708733724509557,-2.550074948891886,7.737223271133465,82958995.8
2024-06-11,AAPL,0.7717212409054853,0.9283069308272276,0.8063065728372122,0.968640104672227,3.135731150515225,213.07,214.24,-2.7784296240672024,-0.546116504854377,0.8235681679137796,216.2325,-1.64751685499952,216.2325,215.06400387216607,34.35860753457317,213.06866333705227,216.09968270022222,-3.0310193631699462,-2.6462638317474982,7.651039059122067,88342129.75
2024-06-10,AAPL,0.8199713854345769,0.7844152546292558,0.7840315451487745,0.7606641748264593,1.2852022269161123,207.15,213.07,-6.772869901037892,-2.7784296240672024,-0.546116504854377,214.2395,-9.799159271368518,214.2395,212.97409874148357,27.473784556720673,209.999638208275,214.39748398168723,-4.397845773412229,-2.9965802200804443,8.228632600480198,90073849.25
2024-06-07,AAPL,0.7865674392221289,0.7791616031656379,0.8139824269730928,0.8165493676645591,0.1972693903373047,193.12,207.15,1.9521541010770305,-6.772869901037892,-2.7784296240672024,212.65,-7.67174677608441,212.65,211.44227981372322,36.29466959472944,207.9827707916173,213.10063331637707,-5.117862524759772,-3.42083668101631,8.361705945307513,90320553.75
2024-06-06,AAPL,0.801933254479855,0.7727404735989941,0.8144339478046151,0.7808243504921928,-0.09645903472323752,196.89,193.12,-1.2240337244146415,1.9521541010770305,-6.772869901037892,210.983,-6.978523939350456,210.983,209.82682459336863,29.98776009791918,205.9054214390608,211.72132714479358,-5.815905705732774,-3.899850485959603,8.500422961613003,89425348.35
